,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,director_cat,actor2_cat,genres_cat,actor_1_cat,actor_3_cat,plot_keywords_cat,content_rating_cat
444,120,97,56,852,12000,82506325,Charlotte's Web ,27838,23907,0,http://www.imdb.com/title/tt0413895/?ref_=fn_tt_tt_1,102,English,USA,40645199.5,2006,8000,6.4,1.85,0,744,1447,643,1777,2484,1505,1
445,125,120,75,3000,11000,140459099,Deep Impact ,135601,22750,0,http://www.imdb.com/title/tt0120647/?ref_=fn_tt_tt_1,493,English,USA,75000000,1998,4000,6.1,2.35,0,1594,1397,243,1355,2756,1217,7
446,234,116,23,110,13000,53215979,RED 2 ,125036,25220,7,http://www.imdb.com/title/tt1821694/?ref_=fn_tt_tt_1,205,English,USA,84000000,2013,12000,6.7,2.35,22000,547,190,164,237,1111,2882,7
447,134,113,88,421,11000,158115031,The Longest Yard ,130070,13693,11,http://www.imdb.com/title/tt0398165/?ref_=fn_tt_tt_1,316,English,USA,82000000,2005,437,6.4,2.35,0,1775,2606,593,12,691,2976,7
448,91,87,31,733,1000,133103929,Alvin and the Chipmunks: Chipwrecked ,22838,4073,0,http://www.imdb.com/title/tt1615918/?ref_=fn_tt_tt_1,56,English,USA,75000000,2011,1000,4.4,1.85,0,1587,1288,303,79,1938,2814,1
449,139,101,221,11000,12000,133668525,Grown Ups 2 ,107817,39269,4,http://www.imdb.com/title/tt2191701/?ref_=fn_tt_tt_1,255,English,USA,80000000,2013,11000,5.4,1.85,14000,558,30,565,1777,1666,1779,7
450,265,110,88,11000,13000,130313314,Get Smart ,168172,44798,1,http://www.imdb.com/title/tt0425061/?ref_=fn_tt_tt_1,380,English,USA,80000000,2008,12000,6.5,1.85,0,1775,787,24,175,204,572,7
451,145,128,278,343,18000,124590960,Something's Gotta Give ,91092,22679,1,http://www.imdb.com/title/tt0337741/?ref_=fn_tt_tt_1,402,English,USA,80000000,2003,4000,6.7,1.85,0,1614,1397,632,1024,2536,1731,7
452,490,138,17000,163,29000,127968405,Shutter Island ,786092,29585,0,http://www.imdb.com/title/tt1130884/?ref_=fn_tt_tt_1,964,English,USA,80000000,2010,223,8.1,2.35,53000,1459,1425,887,1123,2403,4015,9
453,141,88,91,982,4000,120136047,Four Christmases ,48500,9913,2,http://www.imdb.com/title/tt0369436/?ref_=fn_tt_tt_1,124,English,Germany,80000000,2008,3000,5.6,1.85,0,2036,2343,632,940,1806,581,7
454,163,91,77,208,1000,128200012,Robots ,103022,1804,1,http://www.imdb.com/title/tt0358082/?ref_=fn_tt_tt_1,269,English,USA,75000000,2005,311,6.3,1.85,0,352,780,311,871,2546,368,6
455,155,138,610,805,12000,112225777,Face/Off ,283967,17087,0,http://www.imdb.com/title/tt0119094/?ref_=fn_tt_tt_1,535,English,USA,80000000,1997,1000,7.3,2.35,11000,1142,406,217,1397,1580,3406,9
456,144,99,163,495,11000,109993847,Bedtime Stories ,72326,12831,0,http://www.imdb.com/title/tt0960731/?ref_=fn_tt_tt_1,116,English,USA,80000000,2008,869,6.1,2.35,0,15,430,647,12,1801,213,6
457,226,117,0,818,15000,104054514,Road to Perdition ,200359,16828,0,http://www.imdb.com/title/tt0257044/?ref_=fn_tt_tt_1,1009,English,USA,80000000,2002,1000,7.7,2.35,0,1994,1267,732,1871,1979,68,9
458,204,117,221,503,11000,103028109,Just Go with It ,172878,16325,1,http://www.imdb.com/title/tt1564367/?ref_=fn_tt_tt_1,203,English,USA,80000000,2011,3000,6.4,1.85,19000,558,234,688,12,1862,2763,7
459,95,54,,0,577,48976946.02,Daredevil             ,213483,581,0,http://www.imdb.com/title/tt3322312/?ref_=fn_tt_tt_1,394,English,USA,40645199.5,2002.162907,4,8.8,16,55000,629,2402,61,534,524,3201,12
460,139,123,165,744,12000,101087161,Con Air ,225282,15362,6,http://www.imdb.com/title/tt0118880/?ref_=fn_tt_tt_1,339,English,USA,75000000,1997,878,6.8,2.35,0,2063,2015,219,1777,749,1083,9
461,215,118,154,915,3000,101111837,Eagle Eye ,150764,5637,3,http://www.imdb.com/title/tt1059786/?ref_=fn_tt_tt_1,318,English,USA,80000000,2008,982,6.6,2.35,0,425,889,278,1618,452,1252,7
462,198,154,333,16000,22000,95632614,Cold Mountain ,118483,61110,3,http://www.imdb.com/title/tt0159365/?ref_=fn_tt_tt_1,674,English,USA,79000000,2003,20000,7.2,2.35,0,130,2036,421,1502,525,2926,9
463,325,118,117,10000,18000,94822707,The Book of Eli ,227072,44797,0,http://www.imdb.com/title/tt1037705/?ref_=fn_tt_tt_1,560,English,USA,80000000,2010,15000,6.9,2.35,20000,40,1992,85,464,1121,1963,9
464,53,90,10,159,49000,92969824,Flubber ,63625,50005,1,http://www.imdb.com/title/tt0119137/?ref_=fn_tt_tt_1,64,English,USA,80000000,1997,570,5.2,1.85,0,1354,1331,658,1600,2865,3038,6
465,167,113,101,913,14000,91188905,The Haunting ,58184,17786,0,http://www.imdb.com/title/tt0171363/?ref_=fn_tt_tt_1,805,English,USA,80000000,1999,960,4.9,2.35,0,956,1683,858,1136,3303,4301,7
466,46,88,30,366,13000,90443603,Space Jam ,112167,15001,1,http://www.imdb.com/title/tt0117705/?ref_=fn_tt_tt_1,123,English,USA,80000000,1996,967,6.3,1.77,0,1064,2846,308,175,2273,664,6
467,147,93,189,38,1000,82226474,The Pink Panther ,65499,1267,0,http://www.imdb.com/title/tt0383216/?ref_=fn_tt_tt_1,424,English,USA,65000000,2006,177,5.6,1.85,0,2046,1078,350,1607,3339,3557,6
468,276,104,301,71,18000,79363785,The Day the Earth Stood Still ,139423,22194,0,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698,English,USA,80000000,2008,4000,5.5,2.35,0,2012,1400,843,1024,1718,691,7
469,80,135,503,67,8000,76081498,Conspiracy Theory ,76099,8355,1,http://www.imdb.com/title/tt0118883/?ref_=fn_tt_tt_1,162,English,USA,75000000,1997,137,6.7,2.35,0,1852,88,212,975,2292,3159,9
470,406,134,452,697,11000,85707116,Fury ,303185,20411,4,http://www.imdb.com/title/tt2713180/?ref_=fn_tt_tt_1,701,English,USA,68000000,2014,8000,7.6,2.35,82000,486,1716,254,203,1569,1689,9
471,97,98,425,397,11000,74329966,Six Days Seven Nights ,60910,12729,2,http://www.imdb.com/title/tt0120828/?ref_=fn_tt_tt_1,164,English,USA,70000000,1998,643,5.7,2.35,0,889,181,48,684,143,571,7
472,143,80,40,375,3000,100169068,Yogi Bear ,16385,4394,0,http://www.imdb.com/title/tt1302067/?ref_=fn_tt_tt_1,100,English,USA,80000000,2010,642,4.6,1.85,0,645,2731,301,993,1705,1756,6
473,106,83,21,495,13000,73215310,Spirit: Stallion of the Cimarron ,44143,14261,0,http://www.imdb.com/title/tt0166813/?ref_=fn_tt_tt_1,216,English,USA,80000000,2002,503,7,2.35,4000,1256,458,330,1247,3387,2654,1
474,178,102,153,269,3000,80360866,Zookeeper ,44662,5392,1,http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1,127,English,USA,80000000,2011,1000,5.2,2.35,0,697,1669,655,1618,2418,2694,6
475,102,130,81,427,10000,69102910,Lost in Space ,58402,12186,0,http://www.imdb.com/title/tt0120738/?ref_=fn_tt_tt_1,370,English,USA,80000000,1998,882,5.1,2.35,0,2091,2866,98,634,1751,1637,7
476,209,129,438,502,18000,65948711,The Manchurian Candidate ,86422,20056,1,http://www.imdb.com/title/tt0368008/?ref_=fn_tt_tt_1,363,English,USA,80000000,2004,1000,6.6,1.85,0,1164,768,831,464,1691,2258,9
477,19,117,69,87,898,821997,Déjà Vu ,666,1753,0,http://www.imdb.com/title/tt0119033/?ref_=fn_tt_tt_1,40,English,USA,40645199.5,1997,577,7,1.85,91,847,2589,834,1913,2261,811,7
478,152,89,266,859,12000,169692572,Hotel Transylvania 2 ,56501,26839,0,http://www.imdb.com/title/tt2510894/?ref_=fn_tt_tt_1,97,English,USA,80000000,2015,11000,6.7,1.85,16000,750,30,473,1777,1065,2444,6
479,31,25,,474,1000,48976946.02,Bewitched             ,11427,2614,1,http://www.imdb.com/title/tt0057733/?ref_=fn_tt_tt_1,71,English,USA,40645199.5,2002.162907,960,7.6,4,0,636,47,643,543,860,3153,11
480,129,74,11,62,340,60507228,Fantasia 2000 ,27543,814,0,http://www.imdb.com/title/tt0120910/?ref_=fn_tt_tt_1,186,English,USA,80000000,1999,243,7.3,1.78,607,915,2193,497,1517,2839,288,1
481,124,96,25,102,891,56684819,The Time Machine ,103787,1919,0,http://www.imdb.com/title/tt0268695/?ref_=fn_tt_tt_1,615,English,USA,80000000,2002,639,5.9,2.35,3000,2062,71,125,1216,1707,4423,7
482,35,114,31,372,9000,50628009,Mighty Joe Young ,22955,10731,0,http://www.imdb.com/title/tt0120751/?ref_=fn_tt_tt_1,88,English,USA,90000000,1998,496,5.6,1.85,0,1957,1978,94,295,786,896,6
483,166,99,57,820,20000,69772969,Swordfish ,155532,25942,4,http://www.imdb.com/title/tt0244244/?ref_=fn_tt_tt_1,543,English,USA,80000000,2001,3000,6.5,2.35,0,578,751,219,713,2869,3129,9
484,137,129,258,163,2000,45356386,The Legend of Zorro ,71574,2864,1,http://www.imdb.com/title/tt0386140/?ref_=fn_tt_tt_1,244,Spanish,USA,75000000,2005,277,5.9,2.35,951,1454,2071,129,1297,20,2447,6
485,121,113,25,129,49000,55350897,What Dreams May Come ,83560,49631,1,http://www.imdb.com/title/tt0120889/?ref_=fn_tt_tt_1,619,English,USA,85000000,1998,448,7,2.35,32000,2286,175,781,1600,2815,4349,7
486,87,90,65,658,11000,39442871,Little Nicky ,80639,25190,0,http://www.imdb.com/title/tt0185431/?ref_=fn_tt_tt_1,237,English,USA,80000000,2000,11000,5.3,1.85,0,2120,1403,660,12,2280,868,7
487,233,118,0,871,13000,37899638,The Brothers Grimm ,98472,27114,2,http://www.imdb.com/title/tt0355295/?ref_=fn_tt_tt_1,492,English,USA,88000000,2005,13000,5.9,1.85,0,2175,1069,45,1247,2075,3255,7
488,132,106,13000,733,20000,37754208,Mars Attacks! ,172217,22590,3,http://www.imdb.com/title/tt0116996/?ref_=fn_tt_tt_1,405,English,USA,70000000,1996,770,6.3,2.35,0,2190,1841,188,1372,2052,705,7
489,63,81,92,8,23,48976946.02,Evolution ,979,54,0,http://www.imdb.com/title/tt4291590/?ref_=fn_tt_tt_1,3,French,France,40645199.5,2015,21,6.4,2.35,257,1385,2399,805,1407,1747,2240,5
490,95,117,93,904,12000,27779888,The Edge ,55913,14831,2,http://www.imdb.com/title/tt0119051/?ref_=fn_tt_tt_1,182,English,USA,40645199.5,1997,1000,6.9,2.35,0,1342,1054,85,110,277,1748,9
491,258,89,84,1000,13000,38542418,Surrogates ,151424,18132,5,http://www.imdb.com/title/tt0986263/?ref_=fn_tt_tt_1,252,English,USA,80000000,2009,1000,6.3,2.35,0,1175,728,283,237,363,857,7
492,162,145,79,183,981,34566746,Thirteen Days ,45231,1825,1,http://www.imdb.com/title/tt0146309/?ref_=fn_tt_tt_1,315,English,USA,80000000,2000,274,7.3,1.85,0,1939,1398,799,233,433,1970,7
493,61,114,357,366,13000,32885565,Daylight ,53132,25126,0,http://www.imdb.com/title/tt0116040/?ref_=fn_tt_tt_1,101,English,USA,80000000,1996,10000,5.8,1.85,0,1885,2815,85,1797,134,3014,7
494,113,87,43,210,882,36073232,Walking with Dinosaurs 3D ,8913,1971,0,http://www.imdb.com/title/tt1762399/?ref_=fn_tt_tt_1,66,English,USA,80000000,2013,396,5.2,2.35,0,165,2715,322,294,2082,2352,6
495,174,119,64,41,743,21471685,Battlefield Earth ,65464,971,0,http://www.imdb.com/title/tt0185183/?ref_=fn_tt_tt_1,1308,English,USA,44000000,2000,117,2.4,2.35,0,1938,1928,125,1570,1653,662,7
496,101,91,287,695,3000,20950820,Looney Tunes: Back in Action ,24183,5593,4,http://www.imdb.com/title/tt0318155/?ref_=fn_tt_tt_1,160,English,Germany,80000000,2003,739,5.7,2.35,665,1059,1259,307,213,1248,3554,6
497,205,118,252,30,529,19673424,Nine ,37446,619,4,http://www.imdb.com/title/tt0875034/?ref_=fn_tt_tt_1,232,English,USA,80000000,2009,48,5.8,2.35,0,1888,830,815,597,153,1611,7
498,123,116,503,982,23000,19480739,Timeline ,53057,43887,0,http://www.imdb.com/title/tt0300556/?ref_=fn_tt_tt_1,457,English,USA,80000000,2003,18000,5.6,2.35,0,1852,998,125,1476,1026,2615,7
499,79,177,0,582,766,17593391,The Postman ,56403,4346,1,http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1,376,English,USA,80000000,1997,674,6,2.35,0,1276,354,83,1439,1919,3698,9
500,61,97,750,231,1000,18318000,Babe: Pig in the City ,24868,2521,0,http://www.imdb.com/title/tt0120595/?ref_=fn_tt_tt_1,216,English,Australia,80000000,1998,971,5.8,1.85,964,762,834,355,10,1179,902,1
501,202,106,42,612,14000,27356090,The Last Witch Hunter ,58752,16922,0,http://www.imdb.com/title/tt1618442/?ref_=fn_tt_tt_1,117,English,USA,90000000,2015,788,6,2.35,21000,244,1423,100,1927,2029,2147,7
502,145,106,14,0,2,17473245,Red Planet ,47612,2,1,http://www.imdb.com/title/tt0199753/?ref_=fn_tt_tt_1,348,English,USA,70000000,2000,0,5.7,2.35,995,141,2787,283,192,3196,1215,7
503,101,94,0,14,563,15131330,Arthur and the Invisibles ,25843,683,0,http://www.imdb.com/title/tt0344854/?ref_=fn_tt_tt_1,64,English,France,86000000,2006,80,6,2.35,941,1382,26,323,1286,2558,2226,6
504,113,104,63,7,67,19406406,Oceans ,7630,152,0,http://www.imdb.com/title/tt0765128/?ref_=fn_tt_tt_1,42,French,France,40000000,2009,63,7.8,2.35,0,905,1156,745,1480,2730,3356,1
505,113,102,0,212,1000,1891821,A Sound of Thunder ,16474,1890,0,http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1,301,English,UK,52000000,2005,307,4.2,2.35,785,1762,442,114,439,1506,2420,7
506,272,105,545,74,795,23219748,Pompeii ,84508,1099,0,http://www.imdb.com/title/tt1921064/?ref_=fn_tt_tt_1,308,English,Canada,80000000,2014,172,5.6,2.35,20000,1731,589,72,1678,913,1053,7
508,205,135,2000,535,1000,170708996,A Beautiful Mind ,610568,2827,0,http://www.imdb.com/title/tt0268978/?ref_=fn_tt_tt_1,1171,English,USA,58000000,2001,592,8.2,1.85,29000,1954,227,539,10,1720,3157,7
509,186,73,28,847,2000,422783777,The Lion King ,644348,6458,0,http://www.imdb.com/title/tt0110357/?ref_=fn_tt_tt_1,656,English,USA,45000000,1994,886,8.5,1.66,17000,1936,2047,321,1255,2438,4509,1
510,178,94,62,722,14000,103812241,Journey 2: The Mysterious Island ,67296,27842,3,http://www.imdb.com/title/tt1397514/?ref_=fn_tt_tt_1,133,English,USA,79000000,2012,12000,5.8,1.85,0,236,787,36,961,1896,4282,6
511,169,95,18,18,622,119793567,Cloudy with a Chance of Meatballs 2 ,64387,848,0,http://www.imdb.com/title/tt1985966/?ref_=fn_tt_tt_1,85,English,USA,78000000,2013,161,6.5,2.35,15000,394,1573,478,1951,2241,4103,6
512,210,124,420,876,22000,92930005,Red Dragon ,204063,35867,0,http://www.imdb.com/title/tt0289765/?ref_=fn_tt_tt_1,764,English,Germany,78000000,2002,12000,7.2,2.35,0,250,190,732,1502,984,3269,9
513,140,136,394,1000,24000,67286731,Hidalgo ,67856,36925,1,http://www.imdb.com/title/tt0317648/?ref_=fn_tt_tt_1,345,English,USA,100000000,2004,10000,6.7,2.35,0,1060,2815,129,747,2580,1024,7
514,156,91,221,553,14000,74158157,Jack and Jill ,60370,27405,2,http://www.imdb.com/title/tt0810913/?ref_=fn_tt_tt_1,264,English,USA,79000000,2011,11000,3.4,1.85,0,558,30,565,26,3158,460,6
515,150,107,309,771,23000,127083765,2 Fast 2 Furious ,191912,25296,5,http://www.imdb.com/title/tt0322259/?ref_=fn_tt_tt_1,370,English,USA,76000000,2003,787,5.9,2.35,0,1133,559,219,1476,2356,2408,7
516,119,108,54,6000,12000,1339152,The Little Prince ,28276,30230,1,http://www.imdb.com/title/tt1754656/?ref_=fn_tt_tt_1,64,English,France,81200000,2015,11000,7.8,2.35,31000,1439,1177,318,826,2076,1317,6
517,232,99,101,327,1000,15071514,The Invasion ,65037,2323,2,http://www.imdb.com/title/tt0427392/?ref_=fn_tt_tt_1,273,English,USA,80000000,2007,422,5.9,1.85,0,1675,2806,892,1607,1529,692,7
518,49,92,5,924,22000,26000610,The Adventures of Rocky & Bullwinkle ,16611,28050,0,http://www.imdb.com/title/tt0131704/?ref_=fn_tt_tt_1,197,English,USA,76000000,2000,1000,4.1,1.85,413,568,1201,302,1586,1681,3485,6
519,165,87,11,745,1000,323505540,The Secret Life of Pets ,24407,4782,0,http://www.imdb.com/title/tt2709768/?ref_=fn_tt_tt_1,155,English,Japan,75000000,2016,904,6.8,1.85,36000,2345,876,472,1779,59,885,6
520,202,110,45,845,1000,66462600,The League of Extraordinary Gentlemen ,141533,4714,3,http://www.imdb.com/title/tt0311429/?ref_=fn_tt_tt_1,786,English,USA,78000000,2003,872,5.8,2.35,0,2096,1890,106,801,3207,2148,7
521,306,98,275,1000,7000,368049635,Despicable Me 2 ,286877,11905,0,http://www.imdb.com/title/tt1690953/?ref_=fn_tt_tt_1,284,English,USA,76000000,2013,2000,7.5,1.85,56000,1796,2001,485,1778,3043,3388,6
522,185,154,776,933,10000,306124059,Independence Day ,430055,16785,0,http://www.imdb.com/title/tt0116629/?ref_=fn_tt_tt_1,856,English,USA,75000000,1996,2000,6.9,2.35,16000,1947,18,125,1954,2159,655,7
523,177,129,14000,227,610,229074524,The Lost World: Jurassic Park ,278362,1635,0,http://www.imdb.com/title/tt0119567/?ref_=fn_tt_tt_1,552,English,USA,73000000,1997,506,6.5,1.85,0,2127,2316,125,120,3264,2534,7
524,181,86,35,179,851,193136719,Madagascar ,266636,1777,0,http://www.imdb.com/title/tt0351283/?ref_=fn_tt_tt_1,385,English,USA,75000000,2005,436,6.9,1.85,0,648,448,301,763,173,3844,6
525,372,109,0,18,16000,35286428,Children of Men ,361767,16479,0,http://www.imdb.com/title/tt0206634/?ref_=fn_tt_tt_1,1206,English,USA,76000000,2006,430,7.9,1.85,17000,62,635,843,291,2737,2703,9
526,290,104,0,505,20000,157299717,X-Men ,452928,21397,0,http://www.imdb.com/title/tt0120903/?ref_=fn_tt_tt_1,1401,English,USA,75000000,2000,764,7.4,2.35,0,281,2779,125,713,422,4071,7
527,316,110,335,988,11000,134568845,Wanted ,299852,25763,0,http://www.imdb.com/title/tt0493464/?ref_=fn_tt_tt_1,713,English,USA,75000000,2008,11000,6.7,2.35,0,2203,2019,209,93,641,1174,9
528,122,136,0,904,12000,134006721,The Rock ,259492,15999,1,http://www.imdb.com/title/tt0117500/?ref_=fn_tt_tt_1,415,English,USA,75000000,1996,2000,7.4,2.35,51000,1510,1926,127,1397,357,607,9
529,164,115,107,241,835,195329763,Ice Age: The Meltdown ,194249,1815,0,http://www.imdb.com/title/tt0438097/?ref_=fn_tt_tt_1,253,English,USA,80000000,2006,590,6.9,1.85,0,293,2270,6,461,1465,4094,6
530,147,99,88,328,11000,120776832,50 First Dates ,266103,12952,2,http://www.imdb.com/title/tt0343660/?ref_=fn_tt_tt_1,456,English,USA,75000000,2004,427,6.8,2.35,11000,1775,2202,688,12,111,3692,7
531,219,117,163,260,719,118823091,Hairspray ,98693,1673,9,http://www.imdb.com/title/tt0427327/?ref_=fn_tt_tt_1,401,English,USA,75000000,2007,339,6.7,2.35,0,15,829,607,856,2526,1255,6
532,167,125,212,394,613,41814863,Exorcist: The Beginning ,28635,1970,0,http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1,308,English,USA,50000000,2004,422,5.1,2,893,1838,62,875,776,1325,1036,9
533,70,110,16,692,2000,97360069,Inspector Gadget ,36491,5320,0,http://www.imdb.com/title/tt0141369/?ref_=fn_tt_tt_1,231,English,USA,75000000,1999,710,4.1,1.85,509,509,2286,40,1255,2833,366,6
534,384,125,255,963,11000,117698894,Now You See Me ,447979,13312,6,http://www.imdb.com/title/tt1670345/?ref_=fn_tt_tt_1,629,English,USA,75000000,2013,988,7.3,2.35,105000,1379,569,740,1355,2274,1450,7
535,179,102,221,4000,12000,162001186,Grown Ups ,181443,28497,4,http://www.imdb.com/title/tt1375670/?ref_=fn_tt_tt_1,311,English,USA,80000000,2010,11000,6,1.85,12000,558,30,565,1777,2858,1664,7
536,151,128,14000,232,15000,77032279,The Terminal ,303864,16199,0,http://www.imdb.com/title/tt0362227/?ref_=fn_tt_tt_1,596,English,USA,60000000,2004,466,7.3,1.85,16000,2127,483,600,1871,275,582,7
537,12,43,,218,1000,48976946.02,Constantine             ,36919,1990,1,http://www.imdb.com/title/tt3489184/?ref_=fn_tt_tt_1,94,English,USA,40645199.5,2002.162907,560,7.5,16,10000,833,1873,774,682,515,1569,10
538,107,100,87,446,3000,73023275,Hotel for Dogs ,16271,5174,4,http://www.imdb.com/title/tt0785006/?ref_=fn_tt_tt_1,57,English,USA,35000000,2009,576,5.4,1.85,1000,2186,1559,642,481,3376,266,6
539,134,124,258,748,867,68473360,Vertical Limit ,49536,3424,0,http://www.imdb.com/title/tt0190865/?ref_=fn_tt_tt_1,379,English,USA,75000000,2000,826,5.9,1.85,0,1454,2482,85,1391,285,3424,7
540,269,102,0,15000,22000,66636385,Charlie Wilson's War ,88451,60646,1,http://www.imdb.com/title/tt0472062/?ref_=fn_tt_tt_1,289,English,USA,75000000,2007,15000,7.1,1.85,0,1590,2736,508,1502,1719,476,9
541,143,90,10,11000,22000,160762022,Shark Tale ,132415,63165,0,http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1,288,English,USA,75000000,2004,17000,6,1.85,0,195,1839,301,1586,181,844,6
542,241,130,386,525,912,103338338,Dreamgirls ,55901,2856,0,http://www.imdb.com/title/tt0443489/?ref_=fn_tt_tt_1,503,English,USA,70000000,2006,549,6.5,2.35,0,198,1266,817,1161,191,130,7
543,12,45,,0,374,48976946.02,Life             ,29450,504,1,http://www.imdb.com/title/tt0874936/?ref_=fn_tt_tt_1,67,English,USA,40645199.5,2002.162907,130,8.3,,0,5,352,722,7,694,3184,5
544,161,118,473,680,12000,55808744,Be Cool ,59435,15889,4,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,323,English,USA,53000000,2005,1000,5.7,2.4,0,672,510,584,509,808,3139,7
545,298,163,14000,412,745,47379090,Munich ,176936,2529,0,http://www.imdb.com/title/tt0408306/?ref_=fn_tt_tt_1,824,English,France,70000000,2005,486,7.6,2.35,0,2127,2020,799,136,2167,1021,9
546,89,142,845,787,13000,43426961,Tears of the Sun ,93494,16580,1,http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1,394,English,USA,70000000,2003,1000,6.6,2.35,0,135,2741,253,237,631,3562,9
547,140,100,126,925,19000,47000485,Killers ,72867,25206,2,http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1,120,English,USA,75000000,2010,1000,5.4,2.35,0,1915,1703,187,1874,495,4375,7
548,362,116,0,104,15000,45434443,The Man from U.N.C.L.E. ,175960,15735,2,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,360,English,USA,75000000,2015,509,7.3,2.35,43000,815,835,24,703,578,2152,7
549,124,131,274,138,11000,42044321,Spanglish ,65668,12522,2,http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1,342,English,USA,80000000,2004,964,6.5,1.85,0,933,2188,632,12,2901,2747,7
550,190,91,27,925,12000,73661010,Monster House ,71137,17299,0,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,229,English,USA,75000000,2006,970,6.6,2.35,0,778,1401,477,1777,495,1325,6
551,132,123,272,193,13000,41523271,Bandits ,57038,13934,2,http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1,261,English,USA,80000000,2001,450,6.6,2.35,0,167,396,573,237,262,1426,7
552,53,134,109,249,919,37600435,First Knight ,55350,1695,3,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,180,English,USA,55000000,1995,303,5.9,1.85,0,1023,254,122,974,1624,1711,7
553,91,148,72,99,582,39251128,Anna and the King ,31080,804,2,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,217,English,USA,75000000,1999,103,6.7,2.35,0,112,981,795,138,2648,40,7
554,284,110,763,222,15000,83503161,Immortals ,138190,16691,1,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,405,English,USA,75000000,2011,1000,6.1,1.85,30000,2163,624,227,703,3041,2391,9
555,152,113,17,759,87000,34636443,Hostage ,93790,103354,0,http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1,288,English,USA,52000000,2005,13000,6.6,2.35,0,684,390,200,878,2653,2451,9
556,131,94,383,886,13000,22751979,Titan A.E. ,52244,15857,0,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,377,English,USA,75000000,2000,1000,6.6,2.35,0,580,1201,17,1247,2395,676,6
557,132,116,41,541,11000,30013346,Hollywood Homicide ,31293,14028,2,http://www.imdb.com/title/tt0329717/?ref_=fn_tt_tt_1,254,English,USA,75000000,2003,982,5.3,2.35,648,1956,386,164,684,1957,1259,7
558,67,99,545,533,933,14567883,Soldier ,44248,2542,1,http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1,373,English,UK,75000000,1998,722,6,2.35,0,1731,2497,247,364,1456,3250,9
559,130,84,10,394,3000,90820,Carriers ,35510,4368,0,http://www.imdb.com/title/tt0806203/?ref_=fn_tt_tt_1,119,English,USA,40645199.5,2009,552,6,2.35,0,526,1578,811,339,2031,1732,7
560,74,93,253,637,3000,5409517,Monkeybone ,14280,5580,0,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,171,English,USA,75000000,2001,889,4.7,1.85,683,851,367,487,213,2227,2572,7
561,114,113,212,568,2000,21009180,Flight of the Phoenix ,45815,4397,4,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,222,English,USA,45000000,2004,845,6.1,2.35,1000,1120,2750,85,463,2343,2519,7
562,294,106,0,963,18000,94999143,Unbreakable ,245152,33645,0,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1,1344,English,USA,75000000,2000,13000,7.2,2.35,0,1397,390,831,1601,2274,2780,7
563,308,91,22,1000,7000,336029560,Minions ,142403,13616,0,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1,275,English,USA,74000000,2015,4000,6.4,1.85,70000,1316,1400,134,1778,3043,918,6
564,435,128,0,826,4000,36381716,Sucker Punch ,197584,7067,4,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,918,English,USA,82000000,2011,2000,6.1,2.35,42000,2353,11,258,943,2912,737,7
565,117,98,0,697,12000,55585389,Snake Eyes ,64121,15269,1,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,241,English,USA,69000000,1998,854,5.9,2.35,880,255,1987,740,1397,1626,1169,9
566,108,134,272,215,548,36976367,Sphere ,81611,1044,3,http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1,274,English,USA,75000000,1998,270,6,2.35,0,167,1185,831,1483,1281,4601,7
567,141,97,6,415,22000,107225164,The Angry Birds Movie ,27130,24350,0,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,126,English,USA,73000000,2016,1000,6.3,1.85,14000,391,1427,131,1484,1812,2421,6
